"method" "n" "iter" "satisficing.M1000" "satisficing.LB.Dur" "satisficing.LB.Max" "satisficing.aggregated" "regret_best.M1000" "regret_best.LB.Dur" "regret_best.LB.Max"
"41" "clhs" 100 11 0.031097192224622 0.0315896328293736 0.00563282937365011 0.0518920086393089 5.09474514038876 1.78336933045356 41.3778338315335
"42" "clhs" 100 12 -0.00276889848812095 -0.0110885529157667 -0.00302807775377969 0.0148509719222462 4.90012742980561 2.02829373650108 76.31761587473
"43" "clhs" 100 13 0.00412095032397409 0.0209416846652268 0.00729589632829374 0.00906263498920087 -4.65351619870412 -1.65939524838013 -81.3203608596117
"44" "clhs" 100 14 -0.000544276457883366 -0.000894168466522679 -0.000889848812095031 0.0133390928725702 -0.672604751619875 -0.550971922246225 56.6354226695464
"45" "clhs" 100 15 0.0091317494600432 0.00381425485961123 0.00390496760259179 0.00368466522678186 2.22585313174945 0.606911447084228 -28.7904025377972
"46" "clhs" 100 16 0.018829373650108 0.0138574514038877 0.0069719222462203 0.0187818574514039 3.75254211663066 0.296760259179263 -53.8697956997841
"47" "clhs" 100 17 0.0216155507559395 0.0244190064794816 -0.000976241900647946 0.0187386609071274 2.51003455723541 0.201079913606909 -7.58772904535662
"48" "clhs" 100 18 0.0211835853131749 0.0215464362850972 0.00740388768898489 0.00837149028077754 -6.02400863930886 -1.95334773218143 -174.151937535637
"49" "clhs" 100 19 0.0246393088552916 0.0244190064794816 0.00148596112311015 0.0293866090712743 -3.61783585313176 -2.27516198704104 -2.8774620043198
"50" "clhs" 100 20 0.0150496760259179 0.0253693304535637 -0.00380561555075594 0.00372786177105832 0.454231101511871 0.666954643628507 -36.8985649352054
"51" "clhs" 100 21 0.0152656587473002 0.0108768898488121 -0.00687257019438444 0.0155637149028078 3.53611231101511 1.78444924406047 56.7161462073435
"52" "clhs" 100 22 -0.0408250539956803 -0.026207343412527 -0.000911447084233259 -0.0473952483801296 -1.75321382289418 -1.66025917926567 -64.6221112440608
"53" "clhs" 100 23 0.0316155507559395 0.0193866090712743 0.00962850971922246 0.0262980561555076 -1.87451835853133 -0.977321814254863 -78.2801534449245
"54" "clhs" 100 24 0.0329762419006479 0.0337710583153348 0.0053304535637149 0.0218920086393089 -0.244898488120953 -0.3036717062635 -33.6197319978403
"55" "clhs" 100 25 0.0102332613390929 0.00392224622030238 0.00807343412526998 0.0162980561555076 -3.58371058315335 -0.646652267818583 -53.3274222807777
"56" "clhs" 100 26 0.0118099352051836 0.0150237580993521 0.00282505399568035 -0.000397408207343411 -2.77403455723543 -1.38380129589633 -97.996263051836
"57" "clhs" 100 27 0.0502332613390929 0.0565356371490281 0.0104708423326134 0.0741598272138229 0.836853131749457 -0.276241900647952 16.0961186133909
"58" "clhs" 100 28 -2.59179265658694e-05 -0.00560259179265659 0.00029805615550756 -0.00372354211663067 -1.04679697624191 -2.16025917926566 12.3179293261336
"59" "clhs" 100 29 0.0190885529157667 0.0104449244060475 0.00282505399568035 0.00932181425485961 -1.16389848812095 -1.92159827213823 -54.337579012959
"60" "clhs" 100 30 0.0213131749460043 0.0114168466522678 0.00565442764578834 0.0255205183585313 4.0873304535637 0.374730021598269 -24.644479138229
"61" "clhs" 150 1 0.0235521958243341 0.0232023038156947 0.00382577393808496 0.00955219582433406 -4.79422030237579 -1.88984881209502 -71.8434565831531
"62" "clhs" 150 2 0.0325946724262059 0.0354413246940245 0.00440172786177106 0.0329647228221742 -3.64079049676024 -1.46738660907127 8.40624631533504
"63" "clhs" 150 3 0.0136313894888409 0.00674442044636429 -0.00258171346292296 -0.0033491720662347 -2.00649676025916 -0.910367170626342 -54.5047534514036
"64" "clhs" 150 4 -0.00500071994240461 -0.00863354931605472 -0.0074341252699784 -0.01856875449964 -2.36745788336931 -1.70971922246219 13.4606727149031
"65" "clhs" 150 5 -0.00618142548596112 -0.0161065514758819 -0.00119942404607631 -0.00749604031677465 2.26620950323976 0.588984881209511 -4.28795561555054
"66" "clhs" 150 6 0.00702231821454284 0.00331749460043196 -0.00148740100791936 0.000740100791936647 1.34114254859613 0.17473002159828 -31.6655553347729
"67" "clhs" 150 7 -0.0175421166306695 -0.00697768178545716 0.000240460763138951 -0.0168120950323974 -1.29472354211661 -0.445356371490273 -34.8132546306693
"68" "clhs" 150 8 0.0382822174226062 0.0329935205183585 0.0108668106551476 0.0368236141108711 -3.23869546436284 -1.20388768898487 -72.4751071382287
"69" "clhs" 150 9 -0.0077365010799136 -0.0192886969042477 -0.00294168466522678 -0.00618574514038877 0.697272138228961 0.524622030237589 28.8419480345574
"70" "clhs" 150 10 -0.0022361411087113 -0.00224046076313895 0.000197264218862496 -0.00474586033117351 -4.81968034557233 -2.19071274298055 -41.2770670345569
"71" "clhs" 150 11 0.0029906407487401 -0.00308999280057595 -0.0033304535637149 0.00217998560115191 -1.24809719222461 -0.450755939524831 19.7366665053997
"72" "clhs" 150 12 0.0287213822894168 0.0102865370770338 0.00934053275737941 0.0321007919366451 1.91109935205185 -0.50734341252699 -15.609461434125
"73" "clhs" 150 13 -0.0214586033117351 -0.0265313174946004 -0.0071893448524118 -0.0131403887688985 3.27430021598274 1.44449244060476 76.6270472505401
"74" "clhs" 150 14 0.0184406047516199 0.00910583153347732 -0.000364290856731458 0.00860187185025198 -0.99920302375808 0.644492440604759 12.2455835874733
"75" "clhs" 150 15 0.00386897048236141 -0.0191879049676026 -0.000205903527717781 -0.00484665226781857 -2.40709071274296 -1.08207343412526 -40.5010248617708
"76" "clhs" 150 16 0.0120619150467963 0.000768898488120948 0.00608639308855292 0.00354787616990641 -3.31657883369329 -1.81922246220301 -51.0599419784015
"77" "clhs" 150 17 -0.0192987760979122 -0.0220676745860331 -0.00256731461483081 -0.0170712742980562 0.136492440604769 0.393520518358539 44.6325986328295
"78" "clhs" 150 18 -0.00337365010799136 -0.0120028797696184 0.000499640028797698 -0.00346436285097192 3.29915118790498 0.674298056155515 -8.87331368898462
"79" "clhs" 150 19 -0.000450683945284373 -0.00494744420446365 0.0067919366450684 -0.00441468682505399 -2.10379265658745 -0.810583153347724 -25.3017368164144
"80" "clhs" 150 20 0.00850539956803456 0.0110640748740101 -0.00631101511879049 -0.000483801295896325 -3.60790712742979 -1.66760259179265 13.455516952484
"81" "clhs" 150 21 0.0109820014398848 0.0224823614110871 -0.000724262059035275 0.0120287976961843 0.442239740820752 -0.0747300215982646 29.7354079913608
"82" "clhs" 150 22 0.023077033837293 0.0179035277177826 0.00571202303815695 0.0288466522678186 -1.65898488120949 -1.13606911447083 14.7830063066957
"83" "clhs" 150 23 -0.00586465082793376 0.000596112311015118 -0.00325845932325413 0.00150323974082074 0.622742980561571 -0.611447084233254 41.4502861598274
"84" "clhs" 150 24 -0.00736213102951764 -0.0148394528437725 -0.00353203743700504 -0.0117437005039597 1.58303239740822 0.479265658747309 25.3604598509721
"85" "clhs" 150 25 0.0145673146148308 0.00253995680345572 0.00343700503959683 0.0110640748740101 -2.26037580993519 -1.38833693304535 -63.445331172786
"86" "clhs" 150 26 0.0140489560835133 0.0156573074154068 0.00359539236861051 0.0235622750179986 -0.0707840172785991 0.16155507559396 34.0166367926568
"87" "clhs" 150 27 -0.00842764578833693 -0.0162361411087113 -0.00173218142548596 -0.000210223182145425 6.02205615550758 2.26933045356372 48.1551486004321
"88" "clhs" 150 28 -0.000537077033837292 -0.0107933765298776 0.000658027357811378 -0.00465946724262059 1.21123758099354 -0.168898488120943 12.4373509265661
"89" "clhs" 150 29 0.0165543556515479 0.00876025917926566 0.00732469402447804 0.0141598272138229 -1.53435637149026 -1.51036717062634 -47.9474586371488
"90" "clhs" 150 30 0.0533722102231821 0.0487458603311735 0.0149704823614111 0.0455781137508999 -5.70677537796975 -2.58380129589632 -134.929327311015
"91" "clhs" 200 1 0.0373498920086393 0.0364276457883369 0.0056976241900648 0.0326911447084233 -3.04692656587471 -1.01619870410366 -61.4702343239739
"92" "clhs" 200 2 0.0068207343412527 0.00574730021598272 0.00110799136069115 0.00614686825053996 -2.33058963282936 -0.959395248380122 -16.858296922246
"93" "clhs" 200 3 0.00180993520518359 -0.00450107991360691 -0.000101511879049676 -0.00365874730021598 -1.6577365010799 -1.05053995680345 18.5760317883371
"94" "clhs" 200 4 -0.000727861771058313 -0.00536501079913607 0.000179265658747301 -0.00606695464362851 0.532123110151204 -0.214470842332607 -23.3951958358529
"95" "clhs" 200 5 0.021658747300216 0.0184686825053996 0.00125917926565875 0.0175507559395248 -1.13842980561554 -1.17861771058315 -6.29405199136049
"96" "clhs" 200 6 -0.00741252699784017 -0.0106781857451404 8.20734341252684e-05 -0.000537796976241899 0.615745140388784 -0.309503239740813 33.7062875550757
"97" "clhs" 200 7 0.0417883369330454 0.043036717062635 0.00672354211663067 0.0433930885529158 -3.42508207343411 -0.952915766738653 -71.6849495507557
"98" "clhs" 200 8 -0.00850323974082073 -0.00707127429805616 -0.00151619870410367 -0.0148358531317495 -2.17944276457882 -1.17451403887688 -22.3203649999998
"99" "clhs" 200 9 0.0255464362850972 0.023511879049676 0.0016695464362851 0.0290626349892009 -0.491742980561541 -0.214902807775371 5.84537028941706
"100" "clhs" 200 10 0.0223714902807775 0.00941900647948164 -1.51187904967592e-05 0.0205961123110151 -1.48657883369329 -0.947732181425478 -29.4024123801294
"101" "clhs" 200 11 0.0249956803455724 0.0319244060475162 0.00244708423326134 0.0323347732181425 -1.29031317494599 -0.549460043196537 -44.119014047516
"102" "clhs" 200 12 -0.00450755939524838 -0.00748164146868251 -0.00198056155507559 -0.0028488120950324 2.76794168466524 1.03412526997841 5.93892877969781
"103" "clhs" 200 13 0.0202764578833693 0.0147969762419006 0.00119438444924406 0.0142030237580994 -1.1159870410367 -0.165010799136062 -76.5206171144706
"104" "clhs" 200 14 0.0224470842332613 0.0177667386609071 0.0066695464362851 0.0249481641468683 -0.250103671706248 0.282721382289423 -38.483229397408
"105" "clhs" 200 15 0.00352699784017279 -0.00182289416846653 0.00327861771058316 -0.00963066954643628 -2.09076025917925 -0.934341252699777 -76.5925235896326
"106" "clhs" 200 16 0.0142937365010799 0.0138358531317495 0.00376457883369331 0.0185442764578834 -1.79191792656586 -0.641468682505392 -53.2834990907125
"107" "clhs" 200 17 0.00299784017278618 -0.0107753779697624 -0.00196976241900648 0.00668682505399568 -2.01207343412525 -0.725701943844484 42.7433952721384
"108" "clhs" 200 18 0.0245313174946004 0.014548596112311 0.00490928725701944 0.0242246220302376 -3.0830021598272 -1.46155507559394 -58.1719391771056
"109" "clhs" 200 19 0.0118315334773218 0.00427861771058315 0.00029805615550756 0.0132742980561555 0.550924406047531 0.352915766738668 -0.921572583153088
"110" "clhs" 200 20 0.00986609071274298 -0.00738444924406048 0.00429373650107992 0.00151403887688985 -0.931194384449229 -0.210367170626342 -66.0280902526996
"111" "clhs" 200 21 0.0246285097192225 0.0283606911447084 0.00153995680345573 0.0191490280777538 -2.15477969762417 -0.867818574514032 -7.62876604103643
"112" "clhs" 200 22 0.00911015118790497 -0.00494384449244061 0.00454211663066955 0.00680561555075594 -2.14467170626348 -1.28250539956803 -14.3154743282935
"113" "clhs" 200 23 0.0308164146868251 0.0239438444924406 0.00334341252699784 0.0198941684665227 -4.2458768898488 -1.6816414686825 -87.8785434902806
"114" "clhs" 200 24 0.0377278617710583 0.03907343412527 0.00926133909287257 0.0460172786177106 -2.92355939524836 -1.91036717062634 -34.5355709870408
"115" "clhs" 200 25 0.0300388768898488 0.0294406047516199 0.00496328293736501 0.0329611231101512 -1.42555075593951 -0.658315334773211 -11.6497909913605
"116" "clhs" 200 26 0.0216911447084233 0.0169568034557235 0.00108639308855291 0.0238466522678186 -0.405660907127415 -0.277321814254852 20.1797860842334
"117" "clhs" 200 27 0.0204600431965443 0.0203909287257019 -0.000717062634989201 0.028792656587473 -0.478999999999984 -0.151835853131743 -1.11245217494578
"118" "clhs" 200 28 0.0157624190064795 0.0175939524838013 -0.00187257019438445 0.0176155507559395 1.03861987041038 0.83801295896329 17.3724680107993
"119" "clhs" 200 29 0.00148596112311016 -0.00100215982721382 4.96760259179292e-05 -0.0140799136069114 -5.79910583153346 -2.08855291576673 -48.5486899524835
"120" "clhs" 200 30 -0.000274298056155508 0.00603887688984881 1.72786177105817e-05 0.00703239740820734 1.66305831533479 0.977537796976249 29.9577848596114
"121" "clhs" 250 1 0.011036717062635 0.0142548596112311 0.00461771058315335 0.00412958963282937 -4.05568682505398 -1.40993520518358 -86.8903771490279
"122" "clhs" 250 2 0.0225010799136069 0.0242591792656587 0.00378833693304536 0.0200086393088553 -0.00454643628508163 -0.139524838012952 -54.8011481231099
"123" "clhs" 250 3 -0.00376241900647948 -0.00764578833693305 0.000237580993520518 -0.000924406047516197 0.550766738660921 0.252267818574521 25.5237680755941
"124" "clhs" 250 4 0.0191922246220302 0.0178056155507559 0.001792656587473 0.00876889848812095 -3.98068682505398 -1.78876889848811 -28.013775634989
"125" "clhs" 250 5 0.0283671706263499 0.0300388768898488 0.00863498920086393 0.0308164146868251 -4.0963304535637 -1.94319654427645 -64.7889843995679
"126" "clhs" 250 6 -0.00586177105831533 -0.00951187904967603 0.000591792656587474 -0.00853563714902808 -0.964537796976228 -0.0688984881209433 -21.6801702872569
"127" "clhs" 250 7 0.00631965442764579 -0.00064794816414687 0.00111015118790497 0.00139956803455724 -4.23990496760258 -1.5876889848812 -30.7627472872568
"128" "clhs" 250 8 0.00268250539956804 0.0043110151187905 0.000730021598272139 0.0049244060475162 0.217773218142562 -0.813390928725695 3.05918550323991
"129" "clhs" 250 9 0.0154168466522678 0.0137969762419006 0.00233693304535637 0.0143326133909287 -2.99496544276457 -1.49438444924405 -5.62016319006457
"130" "clhs" 250 10 0.00478185745140389 0.00322246220302376 0.00219870410367171 0.00387041036717063 -1.38155075593951 -0.399999999999993 -21.95638337365
"131" "clhs" 250 11 0.00906695464362851 0.0049244060475162 -0.000479481641468684 0.0145313174946004 -1.59995248380128 -0.8157667386609 24.0878720691146
"132" "clhs" 250 12 0.0104838012958963 0.0136069114470842 0.00124838012958963 0.00952915766738661 -2.72318142548595 -1.56285097192224 -21.12909262203
"133" "clhs" 250 13 0.0160388768898488 0.00651403887688985 0.00411663066954644 0.0154902807775378 -1.23557883369329 -0.347516198704097 -13.9735325637146
"134" "clhs" 250 14 0.0261209503239741 0.0280863930885529 0.00363282937365011 0.026695464362851 -2.66223110151187 -1.21835853131749 -32.8082477969761
"135" "clhs" 250 15 0.0314773218142549 0.0273866090712743 0.00803023758099352 0.0289589632829374 -4.98975593952482 -2.20647948164146 -76.3692507516196
"136" "clhs" 250 16 0.00515334773218143 0.000794816414686825 0.00457451403887689 0.00434557235421167 -4.3037365010799 -1.52721382289416 -21.930509546436
"137" "clhs" 250 17 0.0139740820734341 0.00600431965442764 0.0014902807775378 0.00774082073434126 -2.3543930885529 -1.00583153347731 -13.2549638077752
"138" "clhs" 250 18 0.00253563714902808 0.000639308855291575 0.000928725701943847 -0.00910583153347732 -2.78547948164145 -1.4291576673866 -51.7172330388767
"139" "clhs" 250 19 0.00193088552915767 0.0105399568034557 -0.00159395248380129 0.00043196544276458 -1.57444924406046 -0.45442764578833 -5.74067212958947
"140" "clhs" 250 20 0.0293952483801296 0.0208034557235421 0.00533477321814255 0.0190669546436285 -4.83659179265657 -1.85766738660906 -62.8169031619869
"141" "clhs" 250 21 0.00193952483801296 -0.00456155507559395 -0.000997840172786176 -0.00234125269978401 -2.80865226781856 -1.53066954643628 -20.1115626565872
"142" "clhs" 250 22 -0.0098963282937365 -0.00952915766738661 0.0014902807775378 -0.00867386609071274 -0.990492440604738 -0.420302375809929 1.11317423542137
"143" "clhs" 250 23 0.0175421166306695 0.0111187904967603 0.00720086393088553 0.0165442764578834 -2.2378768898488 -0.723110151187897 -32.307192710583
"144" "clhs" 250 24 0.0260259179265659 0.0256846652267819 0.00327861771058316 0.0192224622030238 -2.98213174946003 -1.8365010799136 -45.6350059568032
"145" "clhs" 250 25 0.00890280777537797 0.00570194384449244 -0.000237580993520517 0.007792656587473 -1.73521598272137 -0.246004319654421 -17.6552225421164
"146" "clhs" 250 26 0.0113822894168467 0.0112138228941685 0.00387473002159827 0.00673002159827214 -3.2270021598272 -1.25766738660906 -56.4803821771057
"147" "clhs" 250 27 0.00481641468682505 -0.00219438444924406 0.000375809935205183 0.0053390928725702 -2.84633261339091 -1.27624190064794 18.8792314470844
"148" "clhs" 250 28 0.00472138228941685 -0.00262634989200864 0.00126565874730022 0.00855291576673867 -0.513298056155494 -0.274082073434119 21.4843360604753
"149" "clhs" 250 29 0.00607775377969763 -0.00285097192224622 0.00270842332613391 0.00177969762419007 -0.500248380129576 -0.20345572354211 -51.0500378077752
"150" "clhs" 250 30 0.00638012958963283 0.00326565874730021 0.00276025917926566 0.00786177105831534 -1.12009287257018 -0.401727861771052 -23.2394055248378
"151" "clhs" 300 1 0.00521526277897769 -0.0018012958963283 -0.000990640748740097 0.00295752339812816 -1.4211231101512 -0.0514038876889872 -7.26244656587507
"152" "clhs" 300 2 0.0129690424766019 0.00576529877609791 0.00634557235421166 0.00541972642188625 -2.46748812095033 -1.38444924406048 -81.4707536760261
"153" "clhs" 300 3 0.0167775377969762 0.00796832253419726 0.0043585313174946 0.00998416126709863 -3.45062203023759 -1.10043196544277 -58.8084246198705
"154" "clhs" 300 4 0.012414686825054 0.00843628509719222 0.00442332613390929 0.00790352771778258 -3.0776393088553 -1.46069114470843 -60.5682673174948
"155" "clhs" 300 5 0.00063642908567315 -0.00577537796976242 -0.00266810655147588 -0.0035003599712023 0.270470842332607 0.272138228941682 16.0359311835852
"156" "clhs" 300 6 0.00528725701943845 0.00703239740820734 0.000737221022318218 -0.000397408207343413 -2.13726565874731 -0.755507559395252 -50.7424975183587
"157" "clhs" 300 7 0.000132469402447807 -0.00676889848812095 0.00178833693304536 -0.00532901367890568 -1.39237796976243 -0.39978401727862 -48.5372955032398
"158" "clhs" 300 8 -0.00189056875449964 -0.00862634989200864 4.60763138948912e-05 -0.00864074874010079 -1.15073218142549 -0.393304535637151 -51.2973830669549
"159" "clhs" 300 9 0.00537365010799136 -0.00339236861051116 0.00139956803455724 -0.00104535637149028 -3.85242332613392 -0.947948164146871 -29.9279529524842
"160" "clhs" 300 10 0.0123570914326854 0.00873866090712743 0.00366738660907128 0.00945140388768899 -1.21807127429806 -0.77149028077754 -44.939874341253
"161" "clhs" 300 11 0.0129546436285097 0.00840028797696184 0.00109719222462203 0.0136774658027358 -1.62905615550757 -0.366306695464366 -15.5529135291579
"162" "clhs" 300 12 0.0101180705543557 0.00503095752339813 0.0032354211663067 0.00894024478041757 -1.66292008639309 -0.368898488120953 -48.8280019827216
"163" "clhs" 300 13 0.0247329013678906 0.00989056875449964 0.00854139668826494 0.0166364290856731 -3.43929373650109 -1.57343412526998 -102.233392114471
"164" "clhs" 300 14 0.0155032397408207 0.0126335493160547 0.00337940964722823 0.00795392368610512 -4.10314470842333 -1.36868250539957 -62.9525976825054
"165" "clhs" 300 15 0.0105140388768899 0.00215838732901368 0.00327861771058316 0.00608207343412527 -2.74725485961124 -0.946436285097198 -68.9008976479482
"166" "clhs" 300 16 0.00990208783297337 0.00305831533477322 0.00255147588192945 0.00827069834413247 -2.40183369330454 -0.97602591792657 -64.8197788660909
"167" "clhs" 300 17 0.0105428365730742 0.00665802735781138 0.00577681785457164 0.00338948884089273 -2.35548812095033 -0.968034557235425 -108.917449580994
"168" "clhs" 300 18 0.0113347732181426 0.00416702663786897 0.00447372210223182 0.00332469402447805 -3.0129978401728 -1.34103671706264 -82.8618039956805
"169" "clhs" 300 19 0.0144809215262779 0.00620446364290857 0.00644636429085673 0.0114024478041757 -2.47005831533478 -0.683585313174949 -56.7783856997841
"170" "clhs" 300 20 0.015438444924406 0.0110136789056875 0.00295464362850972 0.0159524838012959 -2.10079049676027 -0.567170626349895 -23.0003714384451
"171" "clhs" 300 21 0.00769186465082794 0.00387185025197984 0.00314182865370771 0.00739956803455724 0.764485961123101 0.245356371490278 -50.011554576674
"172" "clhs" 300 22 0.00662634989200864 -0.000253419726421883 0.000823614110871133 0.00897624190064795 0.592833693304528 0.0946004319654402 -2.86382053779718
"173" "clhs" 300 23 8.20734341252735e-05 0.00108567314614831 0.000679625629949607 -0.00206767458603311 -1.01167170626351 -0.30237580993521 -25.9452968725705
"174" "clhs" 300 24 0.00796544276457884 0.00215838732901368 0.00245068394528438 0.0040374370050396 -1.6642958963283 -0.485097192224626 -14.7064967019441
"175" "clhs" 300 25 0.0154168466522678 0.00464938804895609 0.00881497480201584 0.0122951763858891 -2.70690064794817 -0.932829373650111 -48.5932929589634
"176" "clhs" 300 26 0.00797264218862491 0.00688840892728582 0.0020187185025198 0.00573650107991361 -1.88894816414687 -0.47149028077754 -55.7606771663067
"177" "clhs" 300 27 0.0222491000719942 0.0176443484521238 0.00327861771058316 0.0213808495320374 -1.64684449244061 -0.524190064794818 -44.3483348768899
"178" "clhs" 300 28 0.00817422606191505 0.00410223182145429 0.00227789776817855 0.0111720662347012 -1.45202807775379 -0.351403887688988 6.96734167386607
"179" "clhs" 300 29 0.0211835853131749 0.012093592512599 0.00669114470842333 0.0116112311015119 -3.85407559395249 -2.03023758099353 -88.0238455377971
"180" "clhs" 300 30 0.0184982001439885 0.0107185025197984 0.00450251979841613 0.0126983441324694 -2.93409503239742 -1.06565874730022 -60.4959326803457
"181" "clhs" 350 1 0.00576550447392781 0.00263869176180191 0.0010755939524838 0.00437272446775687 -0.264181425485964 -0.0259179265658757 -17.5227769092873
