"Demand" "Mead.PE" "Powell.PE" "Scenario" "TraceNumber" "mean" "median" "min" "max" "Driest2yrAVG" "Wettest2yrAVG" "Driest5yrAVG" "Wettest5yrAVG" "Driest8yrAVG" "Wettest8yrAVG" "Driest10yrAVG" "Wettest10yrAVG" "Driest20yrAVG" "Wettest20yrAVG" "LowQ.MaxDur" "LowQ.Freq" "HighQ.MaxDur" "HighQ.Freq" "NonHighQ.MaxDur" "LowQ.AvgDur" "HighQ.AvgDur" "NonHighQ.AvgDur"
"59281" 5.40838688760996 1108.98098363308 3479.73480412038 "ObsRes" 60 14.4770222727273 14.571857 5.360698 24.344044 8.201571 23.964779 9.5318822 21.8354598 11.205251125 19.118489 12.1557287 18.3359777 13.02623855 16.16377865 5 17 4 11 11 2.42857142857143 1.57142857142857 4.71428571428571
"204411" 5.56287343692966 1097.36688374658 3470.04153936286 "GCM" 98 16.0410019756818 14.769635595 9.29907049 30.34973408 9.538225935 26.959295965 10.267968038 23.630478756 10.894176375 21.50695735125 11.892538881 19.354180812 14.785233438 16.807691885 3 14 6 18 9 1.55555555555556 2 2.88888888888889
"492104" 5.32785108927637 1115.11101435521 3639.59347302443 "DPNF" 274 14.1086027666364 14.044377155 8.689507717 20.58836168 8.785109026 19.98799036 11.6238620884 16.727842324 11.87163270775 15.8937329275 12.2222773712 15.656080186 13.7987770036 15.362394811 3 13 3 5 15 1.44444444444444 1.66666666666667 9.75
"1709772" 4.22352956207469 1035.67439981387 3502.10344635998 "PCNF" 247 15.2075654090909 15.4051095 5.442594 25.425589 8.0942245 23.85661 10.6978684 20.2322204 10.989560875 19.305361375 12.4457077 18.6118305 14.22899395 16.3431781 6 16 3 13 9 2.66666666666667 1.85714285714286 4.42857142857143
"942923" 5.78751056045294 1171.8884187669 3671.44284958486 "DPNF" 724 14.7554054773409 15.146191115 6.867790194 21.20422785 7.1246361005 20.18634131 11.562936222 18.081590006 11.237381414 17.651767825 11.9311592552 17.165403327 12.94688237265 15.648899275 3 11 3 11 10 1.83333333333333 1.375 4.125
"1582582" 5.19626404149458 1124.27526950603 3665.10848662583 "PCNF" 120 14.0134077045455 12.945324 6.17819 25.425589 8.096453 24.9259765 9.9689198 21.0142568 10.50387275 19.193928 10.765615 18.3507271 11.5056013 15.4642498 6 21 3 11 13 2.625 1.57142857142857 4.71428571428571
"183190" 4.46002163453959 1060.10922344169 3472.82291556476 "GCM" 77 14.8105762147727 15.343918185 6.53765525 28.20501542 7.73675605 24.096639025 11.791728114 18.385127488 12.6188997825 16.32413388 13.129060431 16.202837737 14.135306885 15.434333744 2 13 2 6 13 1.3 1.5 7.6
"852179" 4.4737376249861 1167.62620490976 3606.04825650807 "DPNF" 634 14.474989216 14.636699715 8.390343968 20.76995002 9.878873924 19.18213519 11.6608071912 16.995766154 12.73318341325 16.4814488825 13.0843747178 16.169965761 13.9835167237 15.048029499 3 10 2 6 15 1.42857142857143 1.2 6.33333333333333
"1530783" 5.96696219514124 1125.1101268921 3512.78545073583 "PCNF" 68 15.0709494545455 15.272159 6.270823 25.425589 8.561311 24.9259765 11.398874 20.3389564 11.95409175 19.825827375 12.2911954 19.0334861 13.06089105 17.09190835 3 11 3 12 12 1.83333333333333 1.33333333333333 4
"828273" 5.75185699621215 1118.966255954 3485.679355514 "DPNF" 610 14.9022083285 15.231447905 8.189812818 20.76995002 9.717505384 18.488991865 11.6608071912 17.258148736 12.73318341325 16.9753103075 13.1626982976 16.646604768 13.6261536142 15.3414261999 3 9 2 10 17 1.8 1.25 4.85714285714286
"126548" 5.70812049536034 1052.34292090405 3582.54433839465 "GCM" 20 11.7140689672727 11.23649209 6.5038911 16.94828052 8.378052185 15.889020945 10.336294982 12.92076276 10.74533407375 12.5939866925 10.79193155 12.389380291 11.2458627455 12.16828603 7 32 0 0 44 2.90909090909091 0 44
"1008032" 5.68634875961579 1082.47033509426 3658.6479915306 "DPNF" 790 13.8877019535 14.066141555 5.576277473 21.57408782 8.2768014565 18.438312345 10.2533619328 16.957847914 11.367758453 15.53683841875 11.9845981415 15.303995696 12.4931185457 15.0710752715 3 15 2 9 15 2.14285714285714 1.28571428571429 5
"1556157" 5.47390084401704 1106.20676212246 3586.42933951342 "PCNF" 94 12.9861557045455 11.8841935 6.17819 22.198132 8.360339 18.535506 9.3415556 17.4543718 10.6451485 16.604933875 10.9034564 15.5518146 12.510522 13.99303775 5 24 1 6 12 2.66666666666667 1 5.42857142857143
"1796266" 5.002934295265 1170.92932705535 3514.04369111988 "PCNF" 334 15.0380720909091 14.2856155 8.496102 24.426364 9.6778795 21.629472 12.0915268 20.5868846 12.950167 18.297203375 12.9269282 17.9589612 13.6989753 16.29575695 3 13 3 12 8 1.625 1.33333333333333 3.55555555555556
"1845837" 5.5189473118633 1030.68351705326 3665.66474544816 "PCNF" 383 14.53173525 14.4835415 6.270823 24.426364 8.5672045 20.1461505 9.9677408 16.6420578 12.249901 15.871125125 12.7692154 15.5456637 13.43256245 15.0446899 5 15 2 12 8 1.875 1.2 3.2
"1613779" 4.99204550944269 1135.22604221129 3524.64155889465 "PCNF" 151 16.612225 16.954335 5.442594 25.425589 7.992541 24.9259765 9.8236584 21.889101 11.825558 20.03195 12.7138442 19.8365013 15.64697195 17.9869045 3 8 5 18 11 2 2 2.88888888888889
"1861679" 5.4570348714944 1005.22432834958 3516.59427669947 "PCNF" 399 16.4083394090909 16.152711 8.945821 24.426364 10.5844495 22.2846245 12.8610088 20.011972 14.0308695 19.391537 14.1612861 18.9768575 14.94942935 17.7018458 2 9 3 16 5 1.28571428571429 1.33333333333333 2.33333333333333
"1937895" 4.74513681130484 1007.35038629035 3537.85293860128 "PCNF" 475 13.8757778181818 13.9359645 5.442594 22.942804 7.728655 22.2218835 8.5774918 18.0057322 10.490196125 16.44982125 11.5075156 15.9879626 12.357573 14.45785405 6 17 2 9 9 2.83333333333333 1.5 5.83333333333333
"1202983" 5.59615991399623 1007.27116894559 3617.93169611483 "DPNF" 984 14.3088138400682 14.163905135 6.775500105 20.9572629 9.1164611675 20.71106105 11.5953331772 16.701624882 12.004482616 15.538082902375 12.1222785448 15.758463899 13.4035688644 14.75984603525 3 17 3 10 14 1.41666666666667 2 5.66666666666667
"1626445" 4.89172974354588 1140.3813894582 3674.87333110766 "PCNF" 164 16.06178875 15.7562665 6.17819 25.425589 8.496102 24.9259765 10.1550614 21.5397592 10.555142 19.98780475 11.2838993 19.3590627 13.8272388 18.03236825 6 11 5 17 12 2.75 1.7 3
"14936" 5.20574369151145 1173.63167605712 3586.36225636583 "ObsRes" 15 14.6710715227273 14.5258715 6.17819 22.526783 8.955005 22.407207 11.377672 19.2326908 12.22911825 18.168387375 12.3879636 18.4131018 13.53072755 15.6953863 4 14 4 12 10 2 1.33333333333333 3.55555555555556
"841661" 4.69163003680296 1022.84394930582 3518.77852486214 "DPNF" 623 14.1444369339091 14.16392629 8.189812818 20.76995002 9.717505384 18.0064873 11.6608071912 16.306046392 12.73318341325 15.88931848125 13.0843747178 15.702672725 13.6261536142 14.6628047299 3 11 1 4 17 1.57142857142857 1 8
"1463866" 5.90386564079672 1111.15751081961 3605.2156362799 "PCNF" 1 13.7492306136364 13.1268105 6.17819 25.425589 8.561311 23.187422 9.8362618 19.616908 10.603062 17.752523125 10.590139 17.5088359 12.44341215 15.86055715 7 21 4 13 10 2.33333333333333 1.625 3.44444444444444
"1932775" 5.06739970240742 1024.80805602274 3556.47278004326 "PCNF" 470 14.6565846363636 15.3081475 6.17819 25.425589 7.3834625 22.4824005 10.3944654 19.8919658 11.6745985 17.80505425 11.8730045 16.8786472 13.14411315 16.39039325 3 15 3 16 7 1.66666666666667 1.45454545454545 2.54545454545455
"1701282" 5.41705028484575 1007.02637925977 3462.37742916564 "PCNF" 239 15.8966617727273 15.346709 8.8409 25.425589 10.5425635 22.9636635 12.3100372 19.9393708 13.51916225 18.753073875 13.8866982 18.4470049 15.0640453 17.2783385 3 8 4 12 7 2 1.71428571428571 4.57142857142857
"1725144" 5.77775242296048 1116.61932799732 3651.54763797764 "PCNF" 263 15.3736755681818 15.356779 8.474133 25.425589 9.852243 23.064899 10.5992768 18.8158008 12.754404375 18.79122175 12.6896679 18.6139348 13.86799715 17.0690809 5 14 3 15 6 2 1.875 3.625
"1402034" 4.73637539022602 1131.58972447389 3559.39791473793 "DPNF" 1184 14.80271380525 15.11342969 4.027896537 22.8236561 6.996239006 22.053069785 12.0964971122 21.092682806 12.952452732625 19.02757803125 13.0973792881 18.626010293 13.47722867795 16.1352186341 2 12 5 11 7 1.2 1.57142857142857 4.125
"1484262" 5.29850419429131 1119.08863134915 3641.87467612792 "PCNF" 22 16.4196441590909 16.86775 6.17819 24.426364 8.360339 21.9460295 11.3806008 20.9456928 12.56382675 20.569544875 13.2075811 20.2712893 14.8168747 17.8195846 3 8 5 20 8 1.6 1.81818181818182 2.4
"1920521" 4.92954161809757 1173.47375502111 3455.92718702392 "PCNF" 458 15.4347202272727 15.356779 8.496102 23.186994 9.4255795 21.5297405 10.4496592 19.4304796 11.1085825 18.993511125 12.4847848 18.2846262 14.13270765 16.44518745 7 16 4 16 9 2.66666666666667 2 3.5
"125191" 4.53476584288292 1071.12031741766 3604.2295264313 "GCM" 19 11.9360670872727 11.732601065 6.97242032 18.9952373 8.012870225 15.99691237 9.240687096 14.917700754 9.61534766 13.23430686625 10.149600392 13.686964803 11.1361506925 12.847308233 9 27 1 1 34 2.7 1 21.5
"618346" 4.67635401450098 1089.76934035541 3479.8141472158 "DPNF" 400 15.3081464211364 14.503115445 10.91658346 22.59501909 11.137188365 22.40028328 12.178879286 19.96441484 12.7222042875 18.72373380125 13.107222935 17.870433253 14.3935583575 17.196282201 3 7 3 9 15 2.33333333333333 1.5 5.83333333333333
"1510871" 4.87648422927596 1135.3355251404 3585.97582485527 "PCNF" 48 14.7574245681818 14.62104 8.474133 22.526783 9.852243 22.526783 11.7840314 19.575668 12.83665025 18.562188125 12.5038566 17.3938364 13.1471113 16.09525055 3 13 3 11 9 1.625 1.22222222222222 4.125
"1249389" 5.09079349357635 1016.69033217477 3619.92134058382 "DPNF" 1031 14.4077255446364 14.308101715 8.164292865 20.48900519 10.640010599 19.68348741 12.2429047062 16.080460186 12.333605850125 15.948894196 13.3027831661 15.3872678598 13.95185847215 14.68200696355 3 14 2 8 13 1.75 1.14285714285714 5.14285714285714
"1373340" 4.4604911501985 1148.33953152178 3490.93606755487 "DPNF" 1155 15.0955695358864 15.456778835 7.17002225 22.34227607 10.0731251955 20.418948145 12.0964971122 18.241313018 13.324091006375 17.82616533 13.1730105201 16.908884264 14.24930151895 15.905788904 2 8 3 12 9 1.14285714285714 1.71428571428571 4.57142857142857
"1480235" 5.85211563021876 1020.8890431677 3560.32632623683 "PCNF" 18 15.7342007272727 15.5554795 8.474133 25.425589 9.6892875 23.187422 12.7809372 21.4984078 13.303139 19.453518125 13.9787161 18.9390843 14.7418653 17.1476907 3 8 4 13 8 1.6 1.625 3.44444444444444
"1961004" 4.76730443732813 1172.62930112309 3587.1925716754 "PCNF" 499 15.3677820681818 14.867969 8.496102 23.186994 9.830082 22.4724875 12.2836354 19.3020994 12.692064625 17.9389525 13.2019946 17.4616945 13.6589074 16.15393885 3 13 2 15 6 1.44444444444444 1.15384615384615 2.23076923076923
"494564" 4.24213816076517 1130.76441160985 3618.12116013025 "DPNF" 276 14.4243848650455 14.40988248 8.689507717 20.58836168 8.785109026 19.98799036 11.6238620884 17.67499053 11.87163270775 16.192327245 12.2222773712 15.656080186 13.7987770036 15.362394811 3 12 3 7 15 1.5 1.75 9.25
"1618737" 5.78188052074984 1181.41927210614 3564.48096642271 "PCNF" 156 17.8827843181818 18.585478 8.496102 25.425589 9.024418 23.684584 9.898543 23.3373632 12.247910375 23.039697125 13.6286165 22.0624643 15.25725685 19.1052305 4 10 10 27 6 1.66666666666667 2.7 1.7
"140546" 4.47375363861211 1062.68699723296 3666.12090826384 "GCM" 34 12.3061807481818 11.88142995 6.08096785 23.62104455 6.79420165 19.73053815 8.730311568 17.428196332 8.83509118375 15.6421895475 9.90889931 14.479964843 11.471139185 13.342700266 8 25 1 4 12 3.125 1 8
"1748248" 4.64095791382715 1135.23340983316 3618.77287793322 "PCNF" 286 13.9276717954545 12.328173 6.17819 24.426364 7.796049 22.4259225 8.8241924 17.8746888 9.2300785 17.432053375 9.4631941 17.2276699 12.06361515 15.70732895 10 22 2 9 11 3.14285714285714 1.8 5.83333333333333
"612135" 4.81212825500406 1028.04605840473 3559.36293653212 "DPNF" 394 15.2631004670455 14.7549977 10.91658346 22.59501909 11.137188365 22.40028328 12.178879286 19.96441484 12.7222042875 18.72373380125 13.107222935 17.870433253 13.684726963 17.196282201 2 6 3 7 15 1.5 1.4 6.16666666666667
"1954372" 4.35916169746779 1155.64460000489 3628.86178062181 "PCNF" 492 12.7767014545455 11.52416 6.270823 20.892589 8.955005 19.2113785 9.3013706 16.7535036 9.8619795 15.297596 10.1584058 15.3066504 10.44776635 14.7155622 19 27 2 7 20 5.4 1.16666666666667 6.16666666666667
"209928" 4.30837228484452 1077.23312086891 3595.51199257839 "GCM" 103 13.1412066511364 10.77802017 5.0779805 29.23447338 6.668402615 22.37477701 9.734783002 18.199148952 9.73084331875 16.57170213125 9.965818005 16.475071868 11.215147858 13.7499597215 4 27 4 11 17 2.45454545454545 1.83333333333333 4.71428571428571
"1150269" 5.63223850904033 1036.84123406536 3649.7658007429 "DPNF" 932 14.6343728068409 14.83560199 7.105410931 23.24016749 7.8826990355 22.17358372 11.7464440342 18.315610564 12.604682392125 16.996046517625 12.9149461507 16.9534814801 14.1595114847 15.70904594615 3 11 3 8 17 1.83333333333333 1.6 6
"1417862" 4.34555879188702 1143.73781371862 3630.28334270348 "DPNF" 1199 14.8214753196136 15.010823865 4.027896537 22.8236561 6.996239006 22.053069785 11.0479113586 21.092682806 12.994633004125 19.02757803125 13.2919924843 18.626010293 14.3121273256 16.5561370734 3 13 5 11 6 1.44444444444444 1.57142857142857 4.125
"699936" 5.20574369151145 1173.63167605712 3586.36225636583 "DPNF" 481 13.7870295935 13.572228635 5.086509451 20.27532083 7.119604997 19.703520825 10.7445114608 17.27553531 11.470346898875 16.60747879625 12.0390021191 15.579498717 13.41523311865 14.93603844635 3 15 2 10 10 1.5 1.42857142857143 4.85714285714286
"1636544" 5.46906410492957 1105.64256110811 3643.93081392045 "PCNF" 174 12.980525 11.3447895 6.270823 24.426364 8.1427695 22.6878095 9.3409576 20.6350098 9.706476125 18.184269375 9.9922716 17.3474804 10.95556225 14.9480381 10 27 3 6 13 5.4 1.5 7.6
"277170" 5.34410132467747 1119.30714213406 3625.78494029003 "DPNF" 59 13.8923869513409 13.697125865 6.036959186 19.98044597 8.518337423 19.355198835 11.4688220592 16.356371732 11.5550847195 15.41449353625 12.0941007896 15.667374332 12.77105798795 14.586403015 4 16 2 5 15 2 1.25 9.75
"170737" 5.78188052074984 1181.41927210614 3564.48096642271 "GCM" 64 11.8784431197727 10.483388595 5.02144192 20.50195299 7.099973535 20.26728165 8.392694182 15.996841144 9.59321213625 14.172206125 9.494850963 14.118960496 10.927274134 13.6141302365 6 31 2 6 11 3.44444444444444 1.5 7.6
"1627368" 4.35767742628232 1012.59263862739 3633.01577105303 "PCNF" 165 14.7461091590909 14.0091625 6.17819 24.426364 8.023448 21.6649395 10.0093734 20.4290864 10.97065 19.071670125 11.4842096 18.954458 12.92532505 17.12340585 9 17 4 13 15 4.25 1.625 3.875
"376868" 5.02157526570372 1110.7188864355 3553.39861998218 "DPNF" 158 14.7400031307273 15.027258585 8.399586804 21.33237152 10.5406233665 19.574976695 11.6206253926 17.554519282 12.683081710375 16.9583059975 12.9803674833 16.19114307 14.16814231365 15.2998365765 2 12 2 7 16 1.33333333333333 1.4 6.16666666666667
"638414" 5.84744585906155 1167.4885363807 3463.63441215944 "DPNF" 420 15.634172767 15.14572724 7.132634288 22.59501909 9.280241684 19.61728587 12.407836198 18.363967228 13.94921361225 17.10494833625 14.0663741448 16.992401041 14.7324482194 16.095213879 3 6 2 9 7 3 1.125 4.375
"208090" 4.26203342853114 1011.57459310489 3550.88499414269 "GCM" 102 14.6634930240909 15.350348815 9.56255543 20.92038013 10.232003635 20.075951345 11.303787352 17.221277262 12.2100290775 16.58592478625 13.289999236 16.413406334 14.6028221775 15.3819111835 6 16 2 9 8 1.6 1.28571428571429 4.375
"477419" 5.72345019704662 1102.36970738973 3622.87187794573 "DPNF" 259 14.6949616311364 14.689360355 10.2668755 20.58836168 11.100578615 18.449793175 12.036196714 16.618590864 12.32170618875 16.14102799125 12.553456801 15.578484001 13.6998287145 14.9793173135 2 8 2 7 15 1.14285714285714 1.4 9.25
"1043088" 5.44078809195198 1038.42642231844 3586.61685835104 "DPNF" 825 15.2728769129091 16.517612125 7.994449205 20.17392567 8.631448091 19.925195305 10.6532827238 18.653436958 12.518843151125 18.114048265 13.3064383847 17.94169356 14.64517919495 17.47050784425 5 12 4 15 8 2.4 2.14285714285714 3.625
"1586692" 4.2627726059407 1153.28335970175 3651.025969279 "PCNF" 124 15.9913319772727 15.4618895 8.474133 24.426364 10.851799 21.43678 12.8051412 19.3353698 13.905685875 18.057815375 14.2427675 17.2886013 14.7610167 16.21940075 3 9 3 16 7 1.5 1.77777777777778 3.5
"1693734" 5.81274369070306 1092.48560551205 3600.41035630857 "PCNF" 231 17.3224024318182 17.2137545 8.474133 24.426364 12.5115005 23.4765735 14.8372886 21.3074082 15.47480925 19.708289625 15.6213746 19.4075794 16.1407734 17.9576031 1 5 6 22 3 1 1.69230769230769 1.69230769230769
"734633" 4.88693801821209 1063.39668895467 3592.11018276983 "DPNF" 516 14.2592886676364 13.86430377 4.357879017 22.17796839 7.119604997 20.999679955 10.7445114608 19.120772012 11.4285801155 17.41502614875 11.7562460624 16.576748414 12.91720466725 16.01703208535 2 13 3 9 13 1.625 1.5 5.83333333333333
"1576941" 4.79239332843572 1021.79120755522 3587.78270763578 "PCNF" 114 14.1147816818182 11.947262 5.442594 24.426364 7.728655 22.6878095 9.9176642 20.798151 10.560526 18.98355975 10.74498 19.3258478 11.8522575 16.94915065 6 25 4 12 7 2.77777777777778 1.71428571428571 4.57142857142857
"1061453" 4.46356374300085 1014.18096363428 3455.13144790311 "DPNF" 843 15.2126039494091 15.969578215 8.191485299 20.17392567 9.1237354145 19.925195305 10.6532827238 18.653436958 12.427894393625 18.114048265 12.1507420869 17.94169356 13.48088185445 16.89983783175 5 9 4 13 11 2.25 1.85714285714286 4.42857142857143
"330716" 5.59174373354763 1050.41726626689 3459.94035582407 "DPNF" 112 14.2148735016136 14.047071205 7.411629834 20.47284322 8.6509746445 19.76097876 12.0700312182 16.943853282 12.703668683875 16.4967595825 12.8831738851 16.043346693 13.645311344 15.1267473419 3 11 2 6 13 1.57142857142857 1.5 7.6
"1600247" 5.5432424237486 1098.2141503552 3600.34392291564 "PCNF" 138 13.6212113636364 12.447797 5.442594 25.425589 7.796049 23.591785 9.78668 21.660153 10.140452125 19.13629925 10.6650579 17.9868264 12.180505 15.96698945 5 22 4 9 12 2.44444444444444 1.5 5
"1127801" 5.9170363901183 1029.22910816967 3516.02674914175 "DPNF" 909 14.9622402484318 15.74991875 3.08778472 22.496294 6.461068605 19.554395015 11.256151462 18.358114896 13.128219508875 17.65691636625 13.6936945831 17.50577706 14.58878059755 15.757964251 3 9 1 8 12 2.25 1 4
"1483505" 4.44825763092376 1130.5227346858 3474.5815149683 "PCNF" 21 16.0964930227273 15.3081475 8.945821 22.942804 10.547859 22.142382 11.7885154 19.2039238 13.36982925 18.636665 14.3736659 18.0768734 14.9213797 17.54275535 3 9 3 18 5 1.5 1.5 2
"1332617" 4.5555791256018 1061.94376533735 3521.54749071342 "DPNF" 1114 14.29672586725 14.14948709 6.783040836 22.34227607 8.648547228 20.31925749 11.04559844 17.835299862 11.9360935475 17.4683380125 12.2402127616 17.176070036 13.16840793715 15.3698432098 4 12 2 8 21 2 1.33333333333333 5.14285714285714
"1791855" 5.83089058315381 1113.75185147626 3631.50838252623 "PCNF" 329 13.2771978409091 11.3320585 6.270823 24.426364 7.8423655 22.8568885 9.0515454 21.9073184 9.957429375 20.028849875 10.3255479 19.2005861 11.2017748 15.7131103 7 26 5 11 11 3.25 2.2 5.5
"152675" 5.51541871167719 1182.39898464759 3567.10261608241 "GCM" 46 12.504375775 10.668524985 5.75479362 31.95057319 6.549434005 25.476717925 8.616854984 21.679946124 9.085126725 20.22223562125 9.509345791 18.195425702 10.045003432 15.7579592235 9 28 7 11 19 3.5 2.75 6.6
"1649271" 4.26092637274414 1170.4992777342 3573.21183755994 "PCNF" 187 15.8460985454545 15.139293 8.8409 25.425589 10.141166 24.1841965 11.5369832 21.75249 12.151485625 19.28340775 13.7079658 18.0900638 14.9909483 16.45656615 3 12 4 17 8 2 2.125 3
"147451" 4.92368463291787 1115.80659557367 3483.02216941374 "GCM" 41 14.3256269204545 14.316869895 6.44324026 26.68547812 8.41333073 21.8593302 9.68017686 19.388673578 10.12571421875 18.54697607375 10.533766069 18.227696134 12.9569574685 16.7423648375 7 18 3 6 19 2.25 1.5 7.6
"1566297" 4.51414859360084 1090.44993607211 3617.73266766686 "PCNF" 104 13.8173227045455 13.135755 6.17819 24.426364 7.796049 21.188034 9.4035452 17.9893396 11.040235875 16.350470875 10.6615291 15.9826667 12.6403356 15.05317015 6 21 2 13 8 2.625 1.44444444444444 3.1
"1512263" 5.97297511976212 1098.13243318698 3583.93292313558 "PCNF" 50 13.9972307954545 14.140528 6.17819 20.116677 9.354803 18.6709065 11.4836972 16.723057 12.52233575 16.397977625 12.5609244 16.0886683 13.7009091 14.8175665 3 14 2 8 8 1.75 1.14285714285714 4.5
"784437" 5.14971398008056 1046.38551738695 3673.76714845304 "DPNF" 566 15.3627621671818 15.135807245 7.406562435 23.45334479 8.8231648175 21.550671025 10.984683489 20.101172818 12.610065744375 17.887355835 13.6980434365 17.093365539 14.35050971605 15.76028419725 3 9 4 13 10 1.8 2.16666666666667 5.16666666666667
"1904967" 5.24558552177623 1084.77552233962 3489.3109796627 "PCNF" 442 13.3974966363636 11.67083 6.17819 23.186994 7.3834625 22.942804 9.1733234 20.9119246 9.4332975 19.65959025 9.7679698 17.9869015 11.9098625 14.6819561 14 26 4 10 17 6.5 2 5.66666666666667
"1700253" 4.5272888478823 1023.56092353584 3469.35633177054 "PCNF" 238 14.4470895909091 14.1762205 5.442594 22.942804 6.969348 22.013873 8.6305902 18.565593 10.4915485 17.759128625 11.2401168 18.4475237 12.418528 16.5021956 6 20 3 15 8 2.5 2.14285714285714 4.14285714285714
"194160" 5.47058953922242 1022.03486181912 3652.32884958386 "GCM" 88 15.7220902197727 16.11991601 9.07776648 25.09576425 9.356041775 22.04296838 11.701928458 21.28667771 13.2867050775 20.05899363 12.744668381 19.801000088 14.313266459 17.5570664965 4 13 6 17 5 1.85714285714286 2.42857142857143 3.375
"1296826" 4.63908866057172 1015.21363800857 3581.24950922211 "DPNF" 1078 14.6054865066364 14.463606755 4.824491817 23.12699177 6.8612734885 22.831555035 10.8652382032 19.35623256 12.2030195575 18.08391977625 12.360987235 16.7248275187 13.8652599845 16.0123685477 3 14 3 13 14 1.4 1.85714285714286 4.42857142857143
"1476868" 5.02157526570372 1110.7188864355 3553.39861998218 "PCNF" 14 15.5799874545455 15.4025365 5.442594 23.186994 7.728655 22.4724875 10.7767678 21.3665182 12.736083375 18.78177125 13.1737368 18.1279728 14.20977075 16.76407475 4 13 5 16 7 1.625 1.45454545454545 2.54545454545455
"1714848" 4.51290462487377 1023.80948651815 3479.60596677731 "PCNF" 252 15.3017244090909 14.2070885 6.17819 25.425589 6.17819 24.3062915 10.1850336 23.0072926 11.34354425 20.6557685 11.6324027 19.2728258 13.6207996 17.25037315 4 16 6 16 7 2.28571428571429 2 4
"1804153" 4.33705627731979 1159.2550084996 3646.01736277691 "PCNF" 342 15.7454243181818 15.344136 8.8409 22.942804 9.852243 22.7347935 10.575188 18.9837426 11.854424625 18.367723125 12.1359482 17.830006 14.3143494 16.82888715 6 11 3 14 7 2.2 1.4 2.72727272727273
"1309945" 5.89346278742887 1108.11311066733 3497.24216207396 "DPNF" 1091 14.4678181068636 14.37377982 7.370579477 23.12699177 10.10825454 22.831555035 11.04559844 19.35623256 11.9360935475 18.08391977625 12.126062729 16.7248275187 13.00409956925 15.63857832095 3 13 3 7 15 1.44444444444444 1.4 6.16666666666667
"586844" 5.38345357677899 1039.91370730917 3525.62946110847 "DPNF" 368 13.26100080725 13.119038805 9.277246006 18.75740199 9.821863558 16.507923965 10.3608398632 15.954000362 11.1153689845 14.9308976 11.4656913116 14.704700087 12.4458460098 13.645443747 5 14 1 2 33 2 1 21
"573666" 5.88560046795756 1057.42095436086 3504.34447929729 "DPNF" 355 13.6692682570227 13.009694185 9.277246006 23.82923967 9.821863558 23.826136535 10.3608398632 19.129840232 11.1153689845 16.48847137375 11.4656913116 15.403373227 12.4458460098 14.65280388615 5 16 2 4 30 2 2 20
"1647604" 5.41753225391731 1086.6365767247 3650.67375128274 "PCNF" 185 16.6788799772727 16.801919 8.8409 25.425589 9.852243 22.771133 12.3191834 20.4496596 14.153594625 18.59069675 15.3206258 17.9724724 15.5706103 17.08389125 3 12 5 18 7 1.71428571428571 1.8 2.6
"164361" 5.14446630184539 1057.28716900921 3613.97828494082 "GCM" 58 11.4066744786364 11.070525865 5.42695364 21.31838436 5.903415345 20.712780135 7.715249074 16.504387728 8.51600348875 15.5501023 8.428382039 15.087924125 10.073379211 13.0052543885 10 33 2 5 15 4.125 1.25 9.75
"1552391" 5.7845128884539 1114.99728492228 3599.00473409216 "PCNF" 90 15.2059208409091 14.3685865 6.17819 25.425589 8.023448 24.3062915 9.4771708 21.4549858 10.2180925 20.062884625 10.1765002 19.2529193 12.6539229 16.4279435 13 17 5 15 13 5.66666666666667 2.14285714285714 3.625
"218969" 4.94435153366067 1131.09516531229 3504.63466927176 "GCM" 112 14.5384238620455 14.430045655 6.09525938 32.97075863 7.14690743 26.11607137 10.767598824 23.336905204 12.32402493 20.14021075875 13.027860841 18.668697586 13.590443528 16.6535741675 3 19 6 14 7 2.375 2 3.75
"179931" 5.79321422260255 1139.89260682021 3514.90960667725 "GCM" 73 15.8336462927273 15.99552281 6.98918833 29.45888066 7.788723935 25.59852338 10.565329102 22.667268802 13.1517958725 22.62069915625 13.162963478 20.889102057 14.2218938075 18.222711819 5 20 9 19 6 1.66666666666667 2.11111111111111 2.5
"1669874" 4.9537305300124 1155.49871814554 3587.64681545435 "PCNF" 207 14.9565271136364 15.356779 5.442594 25.425589 5.8567085 21.188034 9.2065222 18.7834566 10.387864875 17.8230625 11.2988205 17.548409 12.6281967 16.9509814 4 15 2 14 7 1.875 1.27272727272727 2.5
"1547432" 4.95820840671658 1142.07438666839 3502.50215044362 "PCNF" 85 14.19757225 14.0423085 5.442594 22.942804 8.802532 21.5297405 9.8986176 19.2679184 10.283699375 18.2454235 10.0524403 17.9257228 13.48505185 15.7297155 11 20 3 11 12 5 1.375 3.66666666666667
"206327" 4.24905334110372 1119.50078972033 3615.84020607406 "GCM" 100 13.8371275181818 12.945066545 6.49742925 20.75572557 8.24276559 20.398035535 10.668739512 18.881255538 11.74245209125 17.5978756925 12.205679307 17.080165744 12.812589421 15.4732282285 4 17 3 11 12 1.7 2.2 5.5
"1953021" 5.46949197091162 1076.53430645471 3545.81210986362 "PCNF" 491 13.24618825 11.52416 6.270823 22.942804 8.1427695 21.874113 9.2788302 19.6552556 9.68812325 18.21827675 9.9911619 16.683119 12.27282445 14.8549223 10 27 4 12 11 6.75 2 5.33333333333333
