"Demand" "Mead.PE" "Powell.PE" "Scenario" "TraceNumber" "mean" "median" "min" "max" "Driest2yrAVG" "Wettest2yrAVG" "Driest5yrAVG" "Wettest5yrAVG" "Driest8yrAVG" "Wettest8yrAVG" "Driest10yrAVG" "Wettest10yrAVG" "Driest20yrAVG" "Wettest20yrAVG" "LowQ.MaxDur" "LowQ.Freq" "HighQ.MaxDur" "HighQ.Freq" "NonHighQ.MaxDur" "LowQ.AvgDur" "HighQ.AvgDur" "NonHighQ.AvgDur"
"1944393" 5.97962575298734 1157.9843147588 3523.01758972462 "PCNF" 482 13.1649444545455 11.617591 5.442594 22.942804 7.497664 21.5428445 9.9677406 19.553922 10.174340625 17.311590375 10.3957148 15.819328 10.73650975 13.52896315 7 25 4 12 12 3.57142857142857 1.5 3.55555555555556
"1871140" 5.0244368549902 1142.38111555809 3493.60581367509 "PCNF" 409 15.4486330454545 15.3373335 6.270823 23.186994 7.3834625 22.8568885 10.0302216 19.5588356 10.317805375 18.714444375 11.3230269 18.7673098 12.9854769 15.7259421 4 10 4 12 12 2.5 2 5.33333333333333
"1123664" 5.49120349190198 1143.31692207488 3631.61718308693 "DPNF" 905 14.6773611147955 15.40789335 3.08778472 22.496294 6.461068605 19.554395015 11.256151462 18.358114896 13.08082668 17.65691636625 13.7076961481 17.50577706 14.553855753 15.757964251 3 12 1 8 8 2.4 1 4
"1045384" 4.86652222126722 1175.29275856446 3452.19692610553 "DPNF" 827 15.096342382 16.301438175 7.994449205 20.17392567 8.631448091 19.925195305 10.6532827238 18.653436958 12.427894393625 18.114048265 12.3159030649 17.94169356 14.64517919495 17.47050784425 5 13 4 15 10 2.16666666666667 2.14285714285714 3.625
"672359" 4.4829895127099 1120.43811626383 3564.37147781253 "DPNF" 454 14.2221389760455 14.379308215 5.086509451 22.15350809 9.280241684 20.04739056 11.1429439086 17.813808196 12.0974752155 16.37086801375 12.6650930992 16.021786754 13.90078626915 15.25715422425 3 13 2 10 6 1.44444444444444 1.25 3.77777777777778
"1687860" 4.24965300173499 1100.36839583423 3561.2560621812 "PCNF" 225 14.8837992954545 14.8222165 5.442594 24.426364 7.796049 21.5297405 9.1733846 17.9509188 10.3761475 18.289805875 10.8013294 17.7306002 12.8868514 16.70150945 4 14 2 12 7 2 1.2 3.2
"165351" 4.32482529398985 1165.6723676878 3668.00877510686 "GCM" 59 13.4050997627273 12.20462574 5.87743147 21.76762395 7.559194915 20.964613235 10.512570912 17.553692112 10.90385865125 16.922937865 11.588455436 16.518519696 12.7768864875 14.731586143 4 23 3 8 15 2.3 1.6 6
"1191276" 4.82411262639798 1177.70164428977 3487.73583900766 "DPNF" 973 14.3696741469091 14.565426565 6.775500105 20.9572629 7.8826990355 20.71106105 11.5953331772 17.876981334 12.70773232225 16.77092754625 13.0175234935 16.981238901 13.69298116125 15.09024899575 3 16 3 12 8 1.45454545454545 1.71428571428571 4.57142857142857
"1855736" 5.38132907571271 1031.5951914608 3631.02704576449 "PCNF" 393 15.24990675 15.2442875 5.442594 22.942804 9.291505 21.5428445 11.935606 20.1628114 13.691899375 18.275521125 13.6264718 17.0857747 13.8721945 16.0348102 4 13 3 13 8 2.16666666666667 1.625 3.875
"907230" 4.36761123253964 1107.58116033045 3525.40479032323 "DPNF" 689 14.9614458477045 14.85858997 7.5821769 23.02032518 8.5565333865 21.31716534 11.58841499 18.978724474 11.610526989125 18.79419735125 12.3932732433 18.53015724 13.4684455529 16.5294645835 3 11 3 13 10 1.57142857142857 1.85714285714286 3.875
"1688212" 4.79121021819301 1088.73560111388 3591.83488879935 "PCNF" 226 15.1635370227273 14.421218 6.17819 24.426364 7.5558615 22.6152175 10.0988554 21.649376 10.708439 20.425820875 10.9277888 20.1965857 13.1911528 17.2683363 5 20 6 16 10 2.85714285714286 1.77777777777778 2.8
"1561526" 4.33714594147168 1043.29127225559 3655.81445563585 "PCNF" 99 13.8404150681818 14.140528 5.442594 22.526783 8.1012395 22.526783 9.7153308 19.9279336 10.324940125 18.600145625 10.1021938 17.1621368 11.97001325 15.86339925 5 18 3 10 17 2 1.25 4.25
"1715364" 5.77304475721903 1009.51672737254 3575.34842423047 "PCNF" 253 12.7425528863636 12.244227 6.17819 22.287631 6.2245065 19.95315 8.0228246 18.227862 8.990725 17.47216075 9.8071 17.3744827 9.90046625 15.7059145 11 24 2 6 25 4.8 1.2 6.33333333333333
"1444888" 4.28849613326602 1171.91055105184 3550.9202141664 "DPNF" 1226 14.8782643045 15.273313565 4.917654519 23.7280585 7.3841715715 21.22760821 11.0116642806 17.99187714 12.664524712875 17.11869008125 12.5085421723 17.292254286 13.84029437405 16.2973159855 3 10 3 8 13 1.66666666666667 1.33333333333333 5.14285714285714
"1926501" 5.74240456433035 1143.46908786567 3646.3150598458 "PCNF" 464 13.4457545454545 11.556131 6.270823 22.942804 8.4066555 21.5297405 9.5687658 16.4389658 10.7813565 15.86485275 10.561054 14.9961981 12.5554173 14.36851985 6 24 2 10 13 3 1.66666666666667 5.66666666666667
"1811345" 5.23380596889183 1127.97923284699 3542.57037722273 "PCNF" 349 15.4461451363636 15.4745325 8.8409 24.426364 9.783725 21.982788 11.880171 20.6443244 12.7080855 20.2181505 12.3820598 19.6864059 14.55949165 16.84850825 3 12 6 15 13 1.5 1.875 3.22222222222222
"229944" 5.41669065258466 1131.09733635443 3452.91285698768 "DPNF" 11 15.4695310553636 15.77488395 8.744857049 23.7280585 11.0616692645 21.22760821 12.515916964 19.08904742 13.8428949125 17.2680629425 13.8026166609 17.292254286 14.884146543 16.06250382035 1 9 3 12 9 1 2 5.33333333333333
"1116335" 5.16641081920825 1140.90360342292 3551.25316798221 "DPNF" 898 14.8468484885 15.365592965 3.08778472 22.496294 6.461068605 19.554395015 11.256151462 18.358114896 11.9056552905 17.65691636625 12.2145040294 17.50577706 14.4428924472 15.757964251 3 9 1 8 15 2.25 1 4
"180975" 5.88456842224114 1178.75400781049 3638.35737385671 "GCM" 74 17.6690813386364 17.332017265 8.57787409 28.22552434 11.939908405 25.471759445 13.573401056 21.561568162 15.0660804625 19.88119103875 15.459148535 19.654911419 16.7561207945 18.541009428 1 6 4 21 7 1 1.75 1.91666666666667
"145684" 4.37890635626391 1055.70254049846 3458.97784501431 "GCM" 39 12.6481546363636 11.426099185 5.16754248 27.15396926 5.49066672 21.366615665 8.687475156 17.772405154 9.39660336125 17.44599001125 9.568708548 16.856205296 10.6445775165 14.558224354 5 24 2 6 20 2.66666666666667 1.2 7.6
"1661037" 4.67124124174006 1049.3876866065 3501.48393512936 "PCNF" 199 13.6989721363636 13.1373195 6.17819 22.287631 6.2245065 19.620983 8.4218702 18.1749612 10.562917625 17.693029 11.2445584 16.9825288 12.65977595 16.30881065 7 20 1 8 9 3.33333333333333 1 4.5
"1227469" 5.91644809409045 1101.85801615007 3639.30688622058 "DPNF" 1009 14.1384704302955 14.24058046 6.775500105 20.11408849 9.1164611675 19.853977605 11.6447990796 17.379772992 12.004482616 16.7821295975 12.1222785448 16.1626724022 13.400235556 15.43425752535 3 15 3 7 14 1.5 1.75 7.4
"1318046" 4.88427662020549 1004.36083253007 3663.43742310419 "DPNF" 1100 13.8560004463182 13.94524232 6.783040836 23.12699177 8.648547228 22.831555035 11.04559844 19.35623256 11.9360935475 18.08391977625 12.126062729 16.6104293312 13.00409956925 14.8252645206 4 17 3 5 20 1.7 1.66666666666667 9.75
"1414843" 4.70120520028286 1133.17236500559 3638.79706984735 "DPNF" 1196 15.1181037627273 15.2922336 4.027896537 22.8236561 6.996239006 22.053069785 12.13944762 21.092682806 13.184413834 19.02757803125 13.361111214 18.626010293 13.6597557361 16.5561370734 2 12 5 12 7 1.2 1.5 4
"1208727" 4.26376959602349 1164.22885131673 3600.06975159631 "DPNF" 990 14.3216683571818 14.227883645 6.775500105 20.9572629 9.1164611675 20.035130615 11.5953331772 17.379772992 12.004482616 15.85294206275 12.1222785448 16.1626724022 13.400235556 14.6566397648 3 17 3 11 14 1.41666666666667 2.2 5.5
"1614398" 4.83041052608751 1147.04242281034 3475.47186492593 "PCNF" 152 14.7010021590909 14.917385 5.442594 22.942804 10.431029 20.6485965 11.10827 18.716387 11.690679125 17.33002625 12.0990422 16.9256505 13.66943885 16.10386395 4 12 2 10 12 1.33333333333333 1.25 3.77777777777778
"1093132" 5.5677463024389 1027.66563623911 3626.94842367782 "DPNF" 875 14.6929430584773 14.83880448 6.528486057 22.496294 8.0196062745 19.874370455 11.5948932748 17.699754796 11.9056552905 17.34992993125 12.2145040294 15.96545665 13.05291869015 15.12988808995 3 10 3 7 18 1.66666666666667 1.4 6.16666666666667
"1232018" 5.88961856332608 1152.35369880684 3456.65800348506 "DPNF" 1014 14.5310762758636 14.308101715 8.164292865 20.48900519 10.640010599 19.853977605 12.1626744486 17.379772992 12.760989755375 16.7821295975 13.3623695435 16.1626724022 13.95185847215 15.43425752535 3 14 3 9 13 1.4 1.8 5.83333333333333
"1130753" 5.23479293338023 1159.61777614662 3667.12599358871 "DPNF" 912 15.0305235655227 15.74991875 3.08778472 22.496294 6.461068605 19.554395015 11.256151462 18.358114896 13.128219508875 17.65691636625 13.6430059902 17.431296878 14.41027164015 15.642979782 3 8 1 8 15 2 1 4
"1666261" 4.22952673542313 1147.50916693476 3555.00088196131 "PCNF" 204 14.7244354545455 14.867969 6.17819 23.186994 7.3834625 21.6649395 8.746366 19.5086186 9.578940125 18.68952925 11.1443675 18.4045487 11.7511168 15.88105695 8 19 4 16 9 6.33333333333333 1.77777777777778 3.5
"143225" 5.21040862128139 1136.37550498126 3539.3417678657 "GCM" 37 16.4918511618182 16.31944307 5.9972615 32.25808624 9.043646925 25.910678555 9.58728952 20.230645378 11.439941315 19.1660245375 11.630035351 19.27563201 13.6866660905 18.2563748405 5 12 4 19 7 1.71428571428571 1.9 2.5
"1500209" 5.48819111050107 1152.33014341095 3640.88468776317 "PCNF" 38 14.0942657272727 13.164113 5.442594 24.426364 7.8423655 23.684584 7.7720986 22.347559 8.258673 19.784893125 8.7463671 19.2335847 11.1954655 17.00250255 10 19 6 13 11 3.16666666666667 1.85714285714286 3.875
"594481" 4.31285308473744 1000.12504049228 3513.97489795927 "DPNF" 376 13.5922631655909 13.1587881 9.277246006 22.4873504 9.821863558 20.93237292 10.3608398632 16.665982308 11.1153689845 15.6002606425 11.4656913116 15.1771789 12.4458460098 14.3935583575 5 13 2 3 26 1.85714285714286 1.5 20.5
"1726670" 5.95105166612193 1070.53109262604 3480.84806356346 "PCNF" 264 13.1921707272727 12.640858 6.17819 23.186994 7.9117785 20.358581 8.803793 17.2919204 9.961392 15.83492125 10.1488097 14.8135186 12.4508185 13.73243135 7 20 2 6 12 4 1.2 6.33333333333333
"246751" 5.33624185463414 1110.45713016065 3526.54965037946 "DPNF" 28 14.2533445972045 13.75226971 6.036959186 21.86647997 8.518337423 20.592402935 11.4688220592 19.08904742 11.5550847195 17.2680629425 12.0941007896 17.159923024 13.02378615685 15.73324283 4 17 3 9 11 1.54545454545455 2.25 7
"1846939" 5.11401811949909 1095.19905442605 3455.66202473128 "PCNF" 384 16.2966479318182 16.040926 6.270823 23.186994 7.5558615 21.325285 11.9093422 19.4743584 13.0371695 19.051670125 13.7766427 18.5431195 14.5174801 17.98545285 2 7 4 17 7 1.16666666666667 1.41666666666667 2.25
"364402" 5.67676507886499 1114.26281640772 3519.22640394769 "DPNF" 146 15.0651031413409 15.35193996 8.399586804 21.33237152 10.942198027 19.574976695 13.506731498 17.554519282 13.8398299175 16.9583059975 13.971873185 16.19114307 14.78335150395 15.32570169895 2 9 2 9 13 1.125 1.5 5
"557512" 5.33742023580708 1114.8635510006 3561.001414567 "DPNF" 339 14.7515608987045 14.658730185 9.897287273 23.82923967 10.1438281765 23.826136535 11.59863205 20.116395098 12.4611932525 18.6883268775 12.9258027603 18.143321296 13.07689732165 16.4911124705 3 10 3 8 14 1.66666666666667 2 7.2
"465149" 5.75106646707281 1070.46325405245 3487.26452359697 "DPNF" 247 14.3353696855909 14.096418445 8.992482506 19.57130244 9.917824755 18.449793175 11.8028388792 16.618590864 12.32170618875 16.14102799125 12.553456801 15.632954267 13.6998287145 15.3726266505 2 10 2 8 12 1.42857142857143 1.6 6
"1795417" 5.43059282228351 1051.90832214197 3642.78268434573 "PCNF" 333 16.0627854318182 15.5554795 6.17819 23.186994 8.520888 22.407207 9.5176072 20.6810058 11.097930375 20.04398075 11.94798 20.0495265 13.7333701 16.63805175 6 11 4 17 7 2.2 1.7 2.45454545454545
"1787364" 5.77304475721903 1009.51672737254 3575.34842423047 "PCNF" 325 12.1975614772727 11.927166 5.442594 22.198132 7.865462 18.3973885 9.1009864 16.5177994 10.41648625 15.33362925 10.6487022 14.6407344 11.23575365 13.43622615 5 28 1 3 26 3.11111111111111 1 10.25
"1525391" 5.7845128884539 1114.99728492228 3599.00473409216 "PCNF" 63 14.5030534772727 14.6088425 5.442594 22.287631 7.497664 21.629472 11.0367544 18.7236974 13.4912835 16.991803125 12.7289956 16.8596475 13.8425992 15.7319005 4 16 2 13 5 2.66666666666667 1.18181818181818 2.58333333333333
"1034421" 4.54265953246504 1049.9901932932 3475.81918673823 "DPNF" 816 15.0239597268864 16.517612125 5.576277473 20.17392567 8.2768014565 19.925195305 10.2533619328 18.653436958 11.367758453 17.97123252875 11.9845981415 17.94169356 12.76182685005 17.26680801625 3 13 4 16 15 2.16666666666667 2.28571428571429 4
"96511" 5.42326358221471 1147.37306361669 3652.66835752409 "ObsRes" 97 15.5740702954545 14.9313005 6.028775 22.942804 8.2664665 22.407207 11.377672 19.2549044 12.3250265 19.23608125 13.1455553 18.8866735 14.8644582 17.7243548 3 9 4 16 9 1.5 1.45454545454545 2.54545454545455
"1559331" 5.30192991960794 1017.08503201255 3558.03354211967 "PCNF" 97 15.5516519545455 15.349282 5.442594 24.426364 8.3399185 22.407207 12.1085994 19.4567916 13.302462 17.966793375 13.6569401 17.7435265 14.1790962 16.49960225 2 7 2 12 9 1.4 1.2 3.2
"1890143" 4.30794867016375 1110.0411258277 3486.7454449588 "PCNF" 428 14.9902957272727 15.4644625 6.17819 22.526783 8.520888 21.225109 10.0020504 18.4020074 11.668721375 18.475833125 12.2374022 17.1549802 14.55036935 16.51721185 5 16 3 14 5 2 1.55555555555556 3
"1956057" 4.94970874660648 1156.0549363168 3472.39808666054 "PCNF" 494 12.7492726136364 11.441432 6.17819 24.426364 7.9117785 23.127974 9.9280828 19.9762588 10.493400375 17.093494375 10.884989 16.0251121 11.0922766 14.48022175 6 26 4 8 10 2.88888888888889 1.6 6
"258268" 5.3012172805611 1015.73105201591 3607.3552918795 "DPNF" 40 14.1178644122727 13.979519475 6.036959186 21.86647997 8.518337423 20.592402935 11.4688220592 18.478401716 11.5550847195 16.3316646175 12.0941007896 15.968509176 12.77105798795 14.89991432005 4 17 3 8 15 1.88888888888889 2 9
"1505749" 5.89323362954892 1118.0999785231 3500.64283409156 "PCNF" 43 14.7702219318182 14.4835415 8.474133 22.198132 9.2444245 19.626309 10.2676914 17.7523854 12.17054825 16.796000625 12.6874336 16.1149948 13.9766534 15.78134905 5 13 2 11 7 1.85714285714286 1.1 3
"1597843" 4.70120520028286 1133.17236500559 3638.79706984735 "PCNF" 135 13.9138707045455 13.447757 5.442594 22.198132 7.796049 18.681737 9.5266796 17.3029868 10.502968625 16.85401025 11.891043 16.6685826 12.822623 15.2548039 7 20 2 11 8 4 1.1 3.3
"119637" 5.96866191392764 1043.78345336299 3594.2981353146 "GCM" 13 15.4018809175 14.9246955 8.26925395 27.67411103 9.43041883 23.454631005 10.298439112 20.254626062 10.93796583375 20.145893315 11.81972011 19.07303601 14.154002145 16.727107416 3 18 4 17 10 1.63636363636364 1.7 2.7
"1375041" 5.78806770555675 1039.27928613499 3618.0012337456 "DPNF" 1157 14.7446877574773 15.18440762 7.17002225 22.26287673 10.0731251955 20.418948145 12.0964971122 17.821344674 12.952452732625 17.00987488 13.1730105201 16.880920848 13.82611514145 15.5277060745 2 9 3 10 9 1.125 1.66666666666667 4.85714285714286
"915897" 5.62366615310311 1090.56748915464 3568.72902349569 "DPNF" 697 14.7524403016591 14.67287785 6.867790194 23.02032518 7.1246361005 21.31716534 11.562936222 18.978724474 11.72565067725 18.79419735125 12.1328993938 18.53015724 14.38018006525 16.63758309 3 13 3 13 8 1.85714285714286 1.85714285714286 3.875
"1563455" 4.75002239593305 1157.48995481292 3636.03781123529 "PCNF" 101 13.2381261136364 11.9575285 5.442594 22.526783 7.934496 21.59011 8.8517952 18.4901304 9.457032875 17.075284625 9.3911071 16.0336525 11.0574816 15.652859 12 24 3 10 21 3.42857142857143 1.66666666666667 4.85714285714286
"757295" 5.22571364748292 1137.4569103634 3632.22336033359 "DPNF" 539 15.48052394025 15.475554215 4.357879017 23.45334479 7.417246167 22.504648535 11.6871355788 20.101172818 12.447034544875 18.266333295625 12.8533030919 18.3667920255 14.3154724068 16.32293712525 2 9 4 14 10 1.8 2.33333333333333 4.28571428571429
"1807806" 4.99297446697019 1079.77168439771 3492.02517218655 "PCNF" 345 17.5600021136364 17.476177 8.8409 25.425589 9.354803 24.9259765 12.3456966 21.2291528 14.5267625 19.739781125 15.0652885 18.9825698 16.34623455 18.3683065 2 6 4 23 4 1.5 1.91666666666667 1.75
"979573" 4.31668911636807 1027.37811256316 3460.1390414522 "DPNF" 761 15.0203021317955 15.50326412 6.081951091 21.57408782 7.223694669 19.16171724 11.5392202762 17.639392946 12.840672246375 17.243762745 13.6858889461 16.703174222 14.07577645645 15.802958744 2 10 2 12 8 1.42857142857143 1.33333333333333 3.55555555555556
"182134" 4.44534624433145 1110.40157822194 3577.58555785404 "GCM" 76 14.0685637963636 12.27058294 7.61171046 28.24300329 9.476135935 26.228544905 11.358250856 21.879100552 11.4501507225 19.1269986425 11.568966035 18.052939719 13.066286632 15.2910918755 4 23 4 8 14 2.55555555555556 2 7.2
"235920" 5.66828188668005 1183.82717277971 3636.36873846408 "DPNF" 17 15.2466912335909 15.652112245 8.744857049 23.7280585 10.352983781 21.22760821 11.5190033122 19.08904742 12.603039696375 17.2680629425 13.8026166609 17.159923024 14.80529400105 16.01394518685 3 11 3 12 9 1.22222222222222 2.4 6.4
"1330677" 5.15796996108256 1011.93890834576 3648.50005190237 "DPNF" 1112 14.0803948061136 14.14948709 6.783040836 19.38923757 8.648547228 17.92697156 11.04559844 17.161669808 11.9360935475 17.0320522225 12.126062729 16.663386663 13.16840793715 15.0958364703 4 13 2 7 21 1.85714285714286 1.16666666666667 6.16666666666667
"1779650" 5.89317057416774 1065.45772667509 3530.78509808402 "PCNF" 317 14.8671839772727 14.995231 5.442594 25.425589 6.2245065 24.9259765 8.8267656 21.1266428 11.086725 18.82781 12.6182716 17.1302084 13.6934004 16.2310071 6 16 6 16 8 2.66666666666667 2.66666666666667 4.66666666666667
"162315" 5.12660256056115 1084.83311493648 3625.98987190286 "GCM" 56 12.2862178036364 11.194188585 6.27374405 21.03665667 7.614639095 19.171511235 9.036041912 17.570160574 9.66727152875 14.61713803875 9.675740023 14.333963171 10.461669617 13.5564119715 11 30 2 5 20 3 1.25 7.8
"774650" 5.89317057416774 1065.45772667509 3530.78509808402 "DPNF" 556 15.4096059454545 15.12174541 7.406562435 23.45334479 9.8557357075 22.504648535 12.1629382112 20.101172818 13.57106925825 18.266333295625 14.0205316466 18.3667920255 14.4989003383 16.46488479225 2 10 4 13 10 1.42857142857143 2.16666666666667 4.42857142857143
"1082476" 5.67423681649379 1041.86614028644 3489.21558045549 "DPNF" 864 14.0083625177727 14.083451335 6.528486057 21.15496258 8.0196062745 19.874370455 11.5948932748 17.570920204 12.44204241175 15.60810304125 12.8776106554 15.675457687 14.08235859215 15.356361167 3 12 3 6 13 1.71428571428571 1.5 7.6
"1472943" 4.86309588700533 1045.16879163682 3498.22905961191 "PCNF" 10 15.6806832727273 15.3107205 8.474133 23.186994 9.5754515 23.064899 9.8327824 22.8252336 11.45132175 21.419986 11.8296588 19.7835877 12.73039735 16.8373853 6 16 5 15 10 3.2 2.14285714285714 4.83333333333333
